"CONTROL","TOTROOMS","PERPOVLVL","NOISE","DISHWASH","SOLAR","GARAGE","DINING","LAUNDY","NOSTEP","CONDO","RATINGHS","RATINGNH","NHQPCRIME","NHQPUBTRN","NHQRISK","NHQSCHOOL","NHQSCRIME","NOWIRE","TENURE","CELLPHONE","LANDLINE","PLUGS","SOGIRESP","PORCH","LEAKO","LEAKI","NOTOIL","PAINTPEEL","NEARABAND","NEARBARCL","NEARTRASH","INTLANG","OMB13CBSA","HHSEX","HHMAR","HHSPAN","HHCITSHP","MILHH","HHMOVE","HHRACE","HHGRAD","HHNATVTY","PARTNER","SAMESEXHH","HSHLDTYPE","NUMELDERS","NUMADULTS","NUMNONREL","HHYNGKIDS","HHOLDKIDS","NUMVETS","NUMYNGKIDS","NUMOLDKIDS","NUMSUBFAM","NUMSECFAM","NUMPEOPLE","HHADLTKIDS","GRANDHH","MULTIGEN","SAMEHHLD","HHFNTVTY","HHMNTVTY","HHPRNTHOME","HHGEN","HHSOGILGBT","HHSOGISO","HHSOGIG","UFINROOMS","STORIES","LOTSIZE","FINROOMS","YRBUILT","HOA","FOUNDTYPE","UNITFLOORS","UNITSIZE","BEDROOMS","KITCHENS","MONOXIDE","SMOKALRM","SPRNKSYSTM","WATSOURCE","FRIDGE","KITCHSINK","WASHER","COOKTYPE","COOKFUEL","DRYER","SEWTYPE","BATHROOMS","HOTWATER","HEATFUEL","FIREPLACE","ACPRIMARY","ACSECNDRY","HEATTYPE","SUPP1HEAT","SUPP2HEAT","HOT","COLD","NOWAT","WALLCRACK","FLOORHOLE","FNDCRUMB","ROOFSHIN","ROOFHOLE","ROOFSAG","WALLSIDE","WALLSLOPE","WINBOARD","WINBROKE","WINBARS","MOLDKITCH","MOLDBATH","MOLDBEDRM","MOLDBASEM","MOLDLROOM","MOLDOTHER","RODENT","ROACH","SEWBREAK","FUSEBLOW","ELECAMT","GASAMT","OILAMT","OTHERAMT","TRASHAMT","WATERAMT","UTILAMT","HHSEE","HHMEMRY","HHCARE","HHERRND","HHLDASTHMA","NUMASTHMAST","HHLDASTHMAER","ADEQUACY","POVLVLINC","UPKEEP","INSURAMT","HINCP","FINCP","TOTHCAMT","Class"
21002038,5,125,1,1,2,2,1,0,1,2,8,9,1,1,2,NA,2,1,2,2,2,1,1,1,2,2,2,2,3,3,3,1,19740,2,1,2,5,6,2021,5,39,512,0,2,1,0,2,0,3,1,0,3,1,0,0,6,0,2,2,3,512,512,1,1,2,1,3,0,3,NA,1,1980,2,NA,1,3,2,1,1,1,2,1,1,1,2,1,1,5,1,2,2,1,4,1,12,1,14,14,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,80,30,0,0,2,2,110,2,2,2,2,2,1,2,1,40044,1,18,50000,50000,1928,"No"
21002039,4,446,2,2,2,2,0,0,2,2,5,5,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,3,3,3,1,19740,2,4,2,1,6,2017,1,39,57,0,2,6,0,1,0,0,0,0,0,0,0,0,1,0,2,1,4,57,57,3,3,2,1,3,0,1,5,1,1990,2,8,1,NA,2,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,4,1,6,1,14,14,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,5,5,6,5,90,80,0,0,20,60,250,2,2,2,2,2,1,2,1,15679,1,0,70000,70000,531,"No"
21002041,9,214,2,1,2,1,1,0,1,2,10,10,2,1,2,1,2,1,1,3,2,1,3,1,2,2,2,2,3,1,3,1,19740,2,1,1,5,6,2002,1,34,303,0,2,1,0,3,0,0,1,0,0,1,0,0,4,1,2,2,1,303,303,1,1,3,6,7,0,2,3,2,1960,2,1,2,6,5,1,1,1,2,1,1,1,1,1,1,1,1,4,2,2,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,70,70,0,0,30,150,320,2,2,2,2,2,1,2,1,31340,1,141,67000,67000,902,"No"
21002042,7,339,2,1,2,1,1,0,2,2,8,8,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,3,3,3,2,19740,2,2,1,1,6,2020,1,39,57,0,2,6,0,1,0,0,0,0,0,0,0,0,1,0,2,1,4,303,303,3,2,2,1,3,0,2,3,1,1950,2,1,2,NA,4,1,2,1,2,1,1,1,1,2,1,1,1,3,1,2,4,5,12,1,3,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,110,80,0,0,20,80,290,2,2,2,2,2,1,2,1,15632,1,0,53000,53000,2290,"No"
21002043,5,501,2,2,2,2,0,0,2,2,3,5,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,3,3,3,1,19740,1,2,1,1,2,2018,1,42,57,0,2,4,0,1,0,0,0,1,0,0,0,0,1,0,2,1,4,57,57,1,3,2,1,1,0,2,NA,1,1970,2,NA,2,4,3,1,2,1,2,1,1,1,2,1,1,5,1,4,1,1,4,2,1,1,3,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,100,2,0,0,2,2,100,2,2,2,2,2,1,2,1,15632,1,0,84000,84000,490,"No"
21002045,4,501,2,1,2,2,0,0,2,2,5,8,2,1,2,NA,2,1,2,1,1,1,1,1,2,2,2,2,3,3,3,1,19740,2,6,2,1,6,1998,1,44,57,0,2,6,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,57,57,1,3,2,1,3,0,3,NA,1,1980,2,NA,1,4,2,1,1,1,2,1,1,1,1,1,1,1,1,3,2,2,2,1,12,1,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,70,70,0,0,2,2,140,2,2,2,2,2,1,2,1,15591,1,21,115000,115000,2561,"No"
21002046,5,NA,2,1,2,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,1,19740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,1,1980,1,NA,1,NA,2,1,1,NA,NA,1,1,1,1,1,1,1,1,2,2,9,2,6,12,2,14,14,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
21002048,9,501,2,1,2,1,1,1,1,2,9,8,2,2,2,1,2,1,1,4,2,1,1,1,2,2,2,2,3,3,3,1,19740,1,1,2,1,6,2015,1,45,57,0,2,1,0,4,0,0,0,0,0,0,0,0,4,2,2,2,1,57,57,1,3,2,1,1,0,3,3,3,1990,1,2,3,6,4,1,1,1,2,1,1,1,1,1,3,1,1,5,3,3,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,230,200,0,0,2,10,440,2,2,2,2,2,1,2,1,30733,1,21,244100,244100,1975,"No"
21002049,8,501,1,1,1,1,1,1,2,2,10,10,2,2,2,1,2,1,1,2,1,1,2,1,2,2,2,2,3,3,3,1,19740,1,1,2,1,6,2006,1,45,57,0,2,1,0,2,0,0,1,0,0,1,0,0,3,0,2,2,2,57,301,2,2,3,6,7,0,3,3,2,1970,1,2,3,7,4,1,1,1,2,1,1,1,1,1,1,1,1,4,2,2,1,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,190,100,0,0,40,100,430,2,2,2,2,2,1,2,1,24258,1,133,181000,181000,2435,"No"
21002050,9,501,2,1,2,1,1,1,1,2,10,10,2,1,2,1,2,1,1,3,2,1,1,1,1,2,2,2,3,3,3,1,19740,1,1,2,1,6,2016,1,45,57,0,2,1,0,3,0,0,1,0,0,1,0,0,4,1,2,2,1,57,57,1,3,2,1,1,0,2,5,2,1960,1,4,2,8,5,1,1,1,2,1,1,1,1,1,2,1,1,5,2,2,1,1,12,2,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,80,420,0,0,2,310,810,2,2,2,2,2,1,2,1,31416,1,617,772000,772000,3707,"Yes"
21002051,4,501,2,1,2,1,0,1,1,1,8,8,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,3,3,3,1,19740,1,4,2,1,6,2020,1,44,57,0,2,4,0,1,0,0,0,0,0,0,0,0,1,0,2,1,4,57,57,2,3,2,1,1,0,2,NA,1,1990,2,3,2,4,2,1,1,1,2,1,1,1,1,1,1,1,1,4,2,2,4,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,40,160,0,0,2,2,200,2,1,2,2,2,1,2,1,15632,1,37,125000,125000,759,"Yes"
21002052,4,173,1,1,2,2,0,0,2,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,2,2,2,3,3,2,1,19740,2,6,2,1,6,2020,1,40,57,0,2,3,0,1,0,1,2,0,1,2,0,0,4,0,2,2,3,57,57,1,3,2,1,3,0,2,NA,1,1980,2,NA,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,12,1,14,14,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,120,30,0,0,2,2,150,2,2,2,2,1,2,1,1,30669,1,30,53000,53000,1480,"No"
21002053,5,426,2,1,2,2,0,0,2,2,8,8,2,1,2,1,2,1,1,4,1,1,1,1,2,2,2,2,3,3,3,2,19740,1,1,1,5,6,2013,1,43,303,0,2,1,0,5,0,0,0,0,0,0,0,0,5,2,2,2,2,303,303,3,1,2,1,1,0,1,1,1,1980,1,7,1,4,3,1,1,1,2,1,1,1,1,1,2,1,1,3,2,2,1,5,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,170,100,0,0,2,2,270,2,2,2,2,2,1,2,1,37186,1,0,158500,158500,2015,"No"
21002054,10,501,2,1,2,1,1,1,1,2,9,9,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,1,19740,1,1,2,1,6,2021,1,45,57,0,2,1,0,2,0,2,0,0,2,0,0,0,4,0,2,2,3,57,57,1,3,2,1,1,0,3,4,3,2010,1,2,3,9,5,1,1,1,2,1,1,1,1,1,2,1,1,5,2,2,1,1,1,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,190,50,0,0,60,310,610,2,2,2,2,2,1,2,1,30471,1,346,513200,513200,2997,"No"
21002055,6,350,2,1,2,1,0,1,2,2,7,6,2,2,2,NA,2,1,2,1,2,1,1,1,1,2,2,2,3,3,3,1,19740,2,6,2,1,6,2022,1,44,57,0,2,6,0,1,0,0,0,0,0,0,0,0,1,0,2,1,4,57,57,1,3,1,3,3,0,2,2,3,1970,2,2,2,5,2,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,4,1,12,1,14,14,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,130,10,0,0,100,70,310,2,1,2,2,1,2,1,1,15726,1,47,55000,55000,2457,"Yes"
21002057,6,79,2,2,2,2,1,1,1,2,8,8,2,2,2,1,2,1,2,4,2,1,2,1,2,2,2,2,3,3,3,2,19740,1,1,1,5,6,2008,1,33,303,0,2,1,0,4,0,0,1,0,0,1,0,0,5,2,2,2,4,303,303,3,1,3,6,7,0,1,3,1,1950,2,3,1,NA,3,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,4,1,5,1,14,14,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,5,5,6,5,110,20,0,0,2,200,330,2,2,2,2,1,2,2,1,38032,1,0,30000,30000,1930,"No"
21002058,3,241,2,1,2,2,0,1,1,2,4,3,1,1,2,NA,1,1,2,1,2,1,1,2,2,2,2,2,3,2,2,1,19740,1,2,1,1,6,2022,1,39,57,0,2,4,0,1,0,0,0,0,0,0,0,0,1,0,2,1,4,57,303,2,2,2,1,1,0,4,NA,1,1970,2,NA,1,2,1,1,1,1,2,1,1,1,2,1,1,5,1,1,2,1,4,1,12,1,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,50,10,0,0,2,2,60,2,2,2,2,2,1,2,1,15591,1,0,37500,37500,1160,"No"
21002063,8,384,2,1,2,1,1,1,1,2,9,8,2,1,2,1,2,1,1,2,1,1,2,1,2,2,2,2,3,3,3,1,19740,1,1,1,1,6,1998,1,40,57,0,1,1,0,2,0,0,0,0,0,0,0,0,2,0,2,1,1,57,57,2,3,3,6,7,1,2,2,2,1990,1,1,2,6,4,1,1,1,2,1,1,1,1,1,1,1,1,4,2,2,1,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,120,110,0,0,40,30,300,2,2,2,2,2,1,2,1,20068,1,267,77000,77000,953,"No"
21002065,5,214,2,1,2,2,0,1,2,2,9,10,1,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,1,19740,2,1,2,1,6,2023,1,37,57,0,2,1,0,2,0,0,2,0,0,2,0,0,4,0,2,2,3,57,57,1,3,2,1,3,0,1,1,1,1990,2,7,1,4,3,1,1,1,2,1,1,1,1,1,2,1,1,3,2,2,4,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,120,140,0,0,2,2,260,2,2,2,2,2,1,2,1,30317,1,60,65000,65000,368,"No"
21002066,7,491,2,1,2,1,1,1,2,2,10,10,2,NA,2,1,2,1,2,2,2,1,1,1,2,2,2,2,3,3,3,1,19740,2,1,1,5,6,2023,1,39,303,0,2,1,0,2,0,1,1,0,1,1,0,0,4,0,2,2,3,303,303,1,1,2,1,3,0,3,4,1,1990,2,4,3,5,4,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,12,12,4,1,14,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,120,0,0,0,20,310,450,2,2,2,2,2,1,2,1,30563,1,59,150000,150000,3309,"No"
21002068,6,NA,2,1,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,1,19740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,2,1920,2,1,2,4,2,1,1,NA,NA,1,1,1,1,1,2,1,1,1,2,2,4,1,12,1,14,14,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
21002069,8,431,2,1,2,1,1,1,1,2,9,9,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,1,19740,1,1,2,1,6,2021,1,44,57,0,2,1,1,2,0,0,0,0,0,0,0,0,2,0,2,1,4,57,214,2,2,2,1,1,0,3,4,2,2000,2,2,3,8,4,1,2,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,12,3,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,70,0,0,0,30,2,100,2,2,2,2,2,1,2,1,18216,1,74,78500,78500,401,"Yes"
21002070,10,501,2,1,2,1,1,0,2,2,8,6,2,2,2,1,2,1,1,3,2,1,1,1,2,2,2,2,3,3,3,1,19740,1,1,2,1,1,2008,1,45,57,0,2,1,0,4,0,0,0,0,0,0,0,0,4,2,2,2,2,57,57,1,3,2,1,1,0,3,3,4,1990,1,2,3,8,4,1,1,1,2,1,1,1,1,1,1,1,1,4,2,2,1,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,180,240,0,0,2,100,520,2,2,2,2,2,1,2,1,30911,1,208,175700,175700,3406,"No"
21002072,8,501,2,1,2,1,1,1,1,2,8,8,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,3,3,3,1,19740,2,4,2,1,6,2007,1,44,57,4,2,7,2,2,1,0,0,0,0,0,0,0,2,0,2,1,1,57,57,2,3,2,1,3,0,2,3,2,1970,1,2,2,6,4,1,1,1,2,1,1,1,1,1,1,1,1,5,1,1,1,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,350,60,0,0,4,2,414,2,2,2,2,2,1,2,1,18114,1,268,177900,99900,1045,"No"
21002075,5,501,2,1,2,2,1,2,1,2,7,6,1,1,2,1,2,1,2,2,2,1,1,1,2,1,2,2,1,NA,2,1,19740,1,6,2,1,6,2022,1,38,57,0,2,5,0,2,1,0,0,0,0,0,0,0,2,0,2,1,3,57,110,NA,2,2,5,1,0,3,NA,1,2000,2,NA,1,5,2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,4,1,12,1,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,20,60,0,0,30,60,170,NA,NA,NA,2,2,1,2,1,20181,1,0,143600,135000,2370,NA
21002076,3,315,2,1,2,2,0,0,2,2,7,7,2,1,2,1,2,1,2,1,2,1,1,1,2,2,2,2,3,3,3,1,19740,2,4,2,1,6,2023,1,44,57,0,2,6,0,1,0,0,0,0,0,0,0,0,1,0,2,1,4,57,57,1,3,2,1,3,0,2,NA,1,1980,2,NA,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,12,1,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,30,30,0,0,10,30,100,2,2,2,2,2,1,2,1,15632,1,6,49200,49200,1506,"No"
21002077,7,300,2,1,2,1,0,0,1,2,9,9,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,1,19740,1,1,2,1,2,1985,1,39,57,0,2,1,2,2,0,0,0,1,0,0,0,0,2,0,2,1,1,57,57,2,3,2,1,1,0,2,3,2,1970,2,3,2,4,4,1,1,1,2,1,1,1,1,1,1,1,1,3,2,2,1,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,180,100,0,0,30,70,380,2,2,2,2,2,1,2,1,18114,1,31,54400,54400,566,"Yes"
21002081,4,NA,2,1,2,2,1,0,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,1,19740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,1,2000,2,NA,1,3,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,2,1,4,1,12,1,14,14,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
21002082,5,299,2,2,2,2,0,0,2,2,10,10,1,1,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,1,3,2,19740,2,4,1,5,6,2005,1,39,303,0,2,3,0,3,0,0,0,0,0,0,0,0,3,2,2,2,1,303,303,1,1,2,1,3,0,1,5,1,1990,2,6,1,2,3,1,2,1,2,1,1,1,1,1,2,1,1,3,2,1,4,1,12,1,14,14,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,5,5,6,5,210,50,0,0,2,2,260,2,2,2,2,2,1,2,1,23384,1,0,70000,70000,810,"No"
21002083,6,501,2,1,2,1,0,1,2,2,8,8,2,2,2,1,2,1,1,NA,NA,1,1,1,2,2,2,2,3,3,3,1,19740,2,6,2,1,6,2020,2,45,57,4,2,7,0,2,1,0,0,0,0,0,0,0,2,0,2,1,3,57,57,1,3,2,1,3,0,3,2,2,1990,2,2,3,5,3,1,1,1,2,1,1,1,1,1,1,1,1,4,2,2,4,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,80,50,0,0,30,2,160,2,2,2,2,2,1,2,1,20181,1,60,106000,55000,1704,"No"
21002086,3,318,2,1,2,2,0,1,1,2,7,7,2,1,2,1,2,1,2,1,2,1,1,1,2,2,2,2,3,3,3,1,19740,2,6,1,1,6,2023,1,44,57,0,2,6,0,1,0,0,0,0,0,0,0,0,1,0,2,1,4,303,57,1,2,2,1,3,0,3,NA,1,1980,2,NA,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,12,1,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,2,20,0,0,2,2,20,2,2,2,2,2,1,2,1,15679,1,12,49800,49800,1732,"No"
21002087,5,194,2,2,2,2,0,0,2,2,9,10,1,1,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,2,19740,2,1,1,5,6,2002,1,33,303,0,2,1,0,2,0,0,0,0,0,0,0,0,2,0,2,1,4,303,303,1,1,2,1,3,0,1,1,1,1970,1,7,1,2,3,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,4,6,12,1,7,14,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,200,30,0,0,2,2,230,2,2,2,2,2,1,2,1,20068,1,0,39000,39000,1616,"No"
21002089,6,169,2,1,2,1,1,0,2,2,8,9,2,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,3,3,3,1,19740,2,6,2,1,6,1989,4,44,57,0,2,6,1,1,0,0,0,0,0,0,0,0,1,0,2,1,1,57,57,2,3,2,1,3,0,3,3,1,1970,2,2,3,5,3,1,1,1,2,1,1,1,1,1,1,1,1,4,2,2,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,6,5,60,150,0,0,20,60,290,2,2,2,2,2,1,2,1,14338,1,93,24200,24200,725,"No"
21002092,7,131,2,1,1,1,1,0,1,2,9,9,2,1,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,2,3,2,19740,2,5,1,4,6,2020,1,35,303,0,2,3,0,2,0,0,2,0,0,2,0,0,4,1,2,2,3,303,303,1,1,2,1,3,0,1,3,1,1970,2,4,1,4,4,1,1,1,1,1,1,1,1,1,2,1,1,4,2,2,4,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,100,160,0,0,20,100,380,2,2,2,2,2,1,2,1,30471,1,165,40000,40000,2254,"No"
21002096,8,350,2,1,2,1,1,0,2,2,8,8,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,3,3,3,1,19740,1,4,2,1,2,2001,2,45,57,0,2,4,1,1,0,0,0,1,0,0,0,0,1,0,2,1,1,57,57,2,3,2,1,1,0,3,2,3,1990,1,1,3,5,3,1,1,1,2,1,1,1,1,1,3,1,1,4,3,3,1,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,60,120,0,0,100,2,280,2,2,2,2,2,1,2,1,14411,1,40,50500,50500,650,"No"
21002099,6,498,2,1,2,2,1,1,2,2,8,9,1,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,3,3,3,1,19740,2,1,2,5,6,2008,1,39,303,0,2,1,0,3,0,0,2,0,0,2,0,0,5,1,2,2,2,303,303,1,1,2,1,3,0,1,1,1,2000,2,7,1,NA,3,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,4,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,180,50,0,0,2,2,230,2,2,2,2,2,1,2,1,36451,1,0,181700,181700,1144,"No"
21002100,7,54,1,1,2,2,1,1,2,2,10,8,1,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,3,1,3,1,19740,2,3,1,1,6,2019,1,40,57,0,2,3,1,1,0,0,0,0,0,6,0,0,7,0,1,2,4,57,57,2,3,2,1,3,0,2,3,1,1990,2,1,2,5,4,1,1,1,2,1,1,1,1,1,2,2,1,5,2,2,4,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,6,5,140,260,0,0,20,130,550,2,2,2,2,2,1,2,1,43087,1,10,23100,23100,1030,"Yes"
21002106,4,501,2,1,2,2,0,1,1,2,8,8,2,2,2,NA,2,1,2,1,2,1,1,1,2,2,2,2,3,3,3,1,19740,1,4,2,1,6,2023,1,45,57,0,2,4,0,1,0,0,0,0,0,0,0,0,1,0,2,1,4,57,57,1,3,2,1,1,0,3,NA,1,1990,2,NA,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,12,1,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,50,20,0,0,10,2,80,2,2,2,2,2,1,2,1,15679,1,19,85000,85000,2099,"No"
21002107,3,211,2,1,2,2,0,0,2,2,7,7,2,1,2,1,2,1,2,1,1,1,1,1,2,2,2,2,3,3,3,1,19740,1,4,2,3,6,2021,1,40,303,0,2,4,0,1,0,0,0,0,0,0,0,0,1,0,2,1,4,57,57,1,3,2,1,1,0,3,NA,1,2000,2,NA,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,12,1,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,120,4,0,0,2,2,124,2,2,2,2,2,1,2,1,15632,1,22,33000,33000,1746,"No"
21002108,4,497,1,1,2,1,0,0,2,2,7,7,2,1,2,NA,2,1,2,2,2,1,1,1,2,2,2,2,3,3,3,1,19740,1,6,2,1,6,2022,4,40,57,0,2,5,0,2,1,0,0,0,0,0,0,0,2,0,2,1,4,240,240,1,2,2,1,1,0,2,NA,1,1960,2,NA,1,3,2,1,2,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,12,3,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,50,0,0,0,2,2,50,2,2,2,2,2,1,2,1,20120,1,0,100000,50000,1950,"No"
21002109,6,486,2,1,1,1,0,0,1,2,7,7,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,1,19740,1,1,1,1,6,2021,1,42,57,0,2,1,0,2,0,0,0,0,0,0,0,0,2,0,2,1,3,303,57,1,2,2,1,1,0,3,3,1,1980,2,1,3,5,4,1,1,1,2,1,1,1,1,1,2,2,1,4,2,2,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,40,90,0,0,40,60,230,2,2,2,2,2,1,2,1,20181,1,51,98000,98000,2157,"No"
