"CONTROL","TOTROOMS","PERPOVLVL","NOISE","DISHWASH","SOLAR","GARAGE","DINING","LAUNDY","NOSTEP","CONDO","RATINGHS","RATINGNH","NHQPCRIME","NHQPUBTRN","NHQRISK","NHQSCHOOL","NHQSCRIME","NOWIRE","TENURE","CELLPHONE","LANDLINE","PLUGS","SOGIRESP","PORCH","LEAKO","LEAKI","NOTOIL","PAINTPEEL","NEARABAND","NEARBARCL","NEARTRASH","INTLANG","OMB13CBSA","HHSEX","HHMAR","HHSPAN","HHCITSHP","MILHH","HHMOVE","HHRACE","HHGRAD","HHNATVTY","PARTNER","SAMESEXHH","HSHLDTYPE","NUMELDERS","NUMADULTS","NUMNONREL","HHYNGKIDS","HHOLDKIDS","NUMVETS","NUMYNGKIDS","NUMOLDKIDS","NUMSUBFAM","NUMSECFAM","NUMPEOPLE","HHADLTKIDS","GRANDHH","MULTIGEN","SAMEHHLD","HHFNTVTY","HHMNTVTY","HHPRNTHOME","HHGEN","HHSOGILGBT","HHSOGISO","HHSOGIG","UFINROOMS","STORIES","LOTSIZE","FINROOMS","YRBUILT","HOA","FOUNDTYPE","UNITFLOORS","UNITSIZE","BEDROOMS","KITCHENS","MONOXIDE","SMOKALRM","SPRNKSYSTM","WATSOURCE","FRIDGE","KITCHSINK","WASHER","COOKTYPE","COOKFUEL","DRYER","SEWTYPE","BATHROOMS","HOTWATER","HEATFUEL","FIREPLACE","ACPRIMARY","ACSECNDRY","HEATTYPE","SUPP1HEAT","SUPP2HEAT","HOT","COLD","NOWAT","WALLCRACK","FLOORHOLE","FNDCRUMB","ROOFSHIN","ROOFHOLE","ROOFSAG","WALLSIDE","WALLSLOPE","WINBOARD","WINBROKE","WINBARS","MOLDKITCH","MOLDBATH","MOLDBEDRM","MOLDBASEM","MOLDLROOM","MOLDOTHER","RODENT","ROACH","SEWBREAK","FUSEBLOW","ELECAMT","GASAMT","OILAMT","OTHERAMT","TRASHAMT","WATERAMT","UTILAMT","HHSEE","HHMEMRY","HHCARE","HHERRND","HHLDASTHMA","NUMASTHMAST","HHLDASTHMAER","ADEQUACY","POVLVLINC","UPKEEP","INSURAMT","HINCP","FINCP","TOTHCAMT","Class"
21060504,6,501,2,1,2,1,0,1,1,2,10,10,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,2,3,3,3,1,17140,2,1,2,1,6,2012,1,40,57,0,2,1,0,2,0,0,0,0,0,0,0,0,2,0,2,1,2,57,57,1,3,2,1,3,0,2,3,2,2000,2,1,2,NA,3,1,2,1,2,1,1,1,1,1,1,1,1,3,2,2,4,1,12,1,14,14,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,2,140,140,0,0,2,80,360,2,2,2,2,2,1,2,1,20068,1,16,165000,165000,1476,"No"
21060505,8,501,1,1,2,1,1,2,1,2,8,7,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,1,17140,1,1,2,1,6,2017,1,44,57,0,2,1,0,2,0,3,1,0,3,1,0,0,6,0,2,2,2,57,57,1,3,1,3,1,0,3,3,2,2010,1,1,3,8,4,1,1,1,2,1,1,1,1,1,1,1,1,4,1,2,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,4,210,30,0,0,30,70,340,2,2,2,2,2,1,2,1,39946,1,91,335000,335000,787,"No"
21060508,5,363,2,1,2,1,0,0,1,2,10,10,2,2,2,1,2,1,1,2,2,1,1,2,2,2,2,2,4,3,3,1,17140,1,1,2,1,6,2021,1,37,57,0,2,1,1,2,0,0,0,0,0,0,0,0,2,0,2,1,4,57,57,1,3,2,1,1,0,2,5,3,2020,2,4,2,4,1,1,2,2,2,1,1,1,1,1,3,1,4,1,1,7,4,1,12,2,4,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,6,5,130,10,0,3,20,30,190,2,2,2,2,2,1,2,1,18114,1,40,65800,65800,483,"No"
21060510,6,NA,1,1,2,2,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,1,17140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,1,2010,2,4,2,6,4,1,2,NA,NA,1,1,1,1,1,1,1,1,6,1,1,4,1,12,1,14,14,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
21060513,6,NA,2,1,2,2,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,1,17140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,1,2010,2,NA,1,4,4,1,2,NA,NA,1,1,1,1,1,1,1,1,3,1,1,4,1,12,1,14,14,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
21060515,8,501,2,1,2,1,1,2,2,2,8,10,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,3,3,3,1,17140,2,4,2,1,6,2018,1,44,57,4,2,3,0,4,1,0,0,0,0,0,0,0,4,2,2,2,2,57,57,1,3,3,6,7,2,2,4,2,2010,1,1,2,8,4,1,1,1,2,1,1,1,1,1,2,1,1,5,1,2,4,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,170,100,0,0,30,70,370,2,2,2,2,2,1,2,1,31179,1,174,182000,92000,1958,"No"
21060516,5,175,2,1,2,1,0,1,2,2,9,9,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,3,NA,3,1,17140,1,1,2,4,6,2023,2,44,412,0,2,1,0,2,0,3,3,0,3,3,0,0,8,0,2,2,4,412,412,2,1,3,6,7,0,2,5,1,2010,2,4,2,NA,3,1,1,1,1,1,1,1,2,2,1,5,1,4,1,1,4,1,12,1,14,14,1,3,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,170,0,0,0,20,30,220,2,2,2,2,2,1,2,1,49189,1,18,86000,86000,1638,"No"
21060517,9,501,1,1,2,1,1,1,1,2,9,9,2,2,2,2,2,1,1,NA,NA,1,1,1,2,2,2,2,3,3,2,1,17140,2,1,2,3,6,2015,1,44,215,0,2,1,0,6,0,0,0,0,0,0,0,0,6,4,2,2,2,57,57,1,3,2,1,3,1,3,6,3,1970,2,2,3,6,4,1,2,1,2,2,1,1,1,1,1,1,1,3,1,1,1,1,12,3,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,530,0,0,3,3,3,530,2,2,2,2,2,1,2,1,42770,1,286,230000,230000,1891,"No"
21060524,7,501,1,1,1,1,0,1,2,2,10,9,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,3,3,3,1,19740,2,1,1,1,6,2017,1,45,57,0,2,1,0,2,0,0,3,0,0,3,0,0,5,0,2,2,2,57,57,1,3,1,3,3,0,3,2,2,2010,1,2,3,7,4,1,1,1,2,1,1,1,1,1,2,1,1,5,2,2,1,1,6,1,7,14,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,130,240,0,0,2,40,410,2,2,2,2,2,1,2,1,35765,1,423,190000,190000,4002,"No"
21060525,5,188,2,1,2,1,0,1,1,2,9,8,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,3,3,3,1,19740,2,3,2,1,6,2017,1,44,57,0,2,6,1,1,0,0,0,0,0,0,0,0,1,0,2,1,2,57,57,2,3,2,1,3,0,2,3,1,2010,1,2,2,7,3,1,1,1,2,1,1,1,1,1,2,1,1,3,1,2,4,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,170,100,0,0,2,50,320,2,2,2,2,2,1,2,1,14338,1,190,26990,26990,2240,"Yes"
21060526,4,501,1,1,2,1,0,0,2,2,8,5,1,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,3,3,3,1,19740,2,1,2,1,6,2023,1,44,57,0,2,1,0,2,0,1,0,0,1,0,0,0,3,0,2,2,3,57,57,1,3,2,1,3,0,5,NA,1,2000,2,NA,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,12,1,14,14,1,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,160,0,0,0,2,2,160,2,2,2,2,2,1,2,1,24185,1,30,145000,145000,2690,"No"
21060530,7,241,2,1,2,1,1,1,1,2,10,10,2,2,2,1,2,1,2,3,2,1,1,1,2,2,2,2,3,3,3,1,17140,1,1,2,1,6,2018,1,39,57,0,2,1,0,4,0,0,0,0,0,0,0,0,4,0,2,5,4,57,57,2,3,2,1,1,0,2,4,2,1950,2,1,2,4,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,360,0,0,3,20,80,460,2,2,2,2,2,1,2,1,30733,1,19,74000,74000,1429,"No"
21060532,2,NA,2,2,2,2,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,1,17140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,0,1919,2,3,1,5,1,1,2,NA,NA,3,2,1,2,4,5,5,2,1,7,2,4,12,12,1,14,14,NA,NA,NA,2,2,2,2,2,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA
21060542,8,20,2,1,2,1,0,0,1,2,10,10,2,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,3,3,3,1,19740,2,5,2,1,6,2018,1,39,57,0,2,3,0,1,0,0,3,0,0,3,0,0,4,0,2,2,2,57,57,1,3,2,1,3,0,3,3,2,2010,1,1,3,9,5,1,1,1,2,1,1,1,1,1,2,1,1,6,2,2,2,1,1,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,250,420,0,0,2,40,710,2,2,2,2,2,1,2,1,30422,1,247,6200,6200,6135,"No"
21060543,8,501,2,1,2,1,1,1,2,2,9,9,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,1,17140,1,1,2,1,6,2020,1,47,57,0,2,1,0,2,0,3,0,0,3,0,0,0,5,0,2,2,4,57,57,1,3,2,1,1,1,3,4,2,2010,1,1,3,7,4,1,1,1,2,1,1,1,1,1,1,1,1,5,2,2,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,4,200,200,0,0,20,110,530,2,2,2,2,2,1,2,1,35765,1,120,210000,210000,4398,"No"
21060549,6,214,2,2,2,1,1,1,1,2,4,8,2,2,2,1,2,1,2,NA,NA,1,1,1,1,2,2,2,2,3,3,1,17140,1,6,2,1,6,2011,1,38,57,2,2,2,0,2,1,1,0,0,1,1,0,0,4,0,2,2,2,57,57,3,3,3,6,7,0,1,3,1,1950,2,3,1,3,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,12,1,14,14,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,5,5,6,4,250,0,0,2,30,70,350,2,2,2,2,2,1,2,1,30391,1,0,65000,0,1240,"Yes"
21060560,6,448,2,2,2,1,1,1,2,2,7,7,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,2,3,3,3,1,17140,1,6,2,1,6,2001,1,39,57,0,2,4,0,1,0,0,0,0,0,0,0,0,1,0,2,1,2,57,57,1,3,2,1,1,0,2,4,2,1950,2,1,2,4,2,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,4,1,1,3,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,380,0,0,0,10,2,390,2,2,2,2,2,1,2,1,15632,1,76,70000,70000,703,"No"
21060569,3,NA,2,2,2,2,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,1,17140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,1,2010,2,NA,1,2,1,1,2,NA,NA,1,1,1,2,3,1,5,1,1,1,1,4,1,12,1,14,14,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
21060571,4,1,2,1,2,2,0,0,1,2,5,10,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,3,3,3,1,17140,1,6,2,1,4,2023,1,40,57,2,2,5,0,2,1,0,0,2,0,0,0,0,2,0,2,1,3,57,57,1,3,2,1,1,0,3,NA,1,1990,2,NA,1,4,2,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,4,1,12,1,14,14,2,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,130,0,0,0,2,2,130,2,2,2,2,2,1,2,1,20181,1,20,0,0,2550,"No"
21060573,5,212,2,1,2,2,0,0,2,2,1,5,2,2,2,1,2,1,2,NA,NA,1,1,1,2,2,2,2,3,3,3,1,17140,1,1,2,1,6,2019,1,39,57,0,2,1,0,3,0,3,0,0,3,0,0,0,6,0,2,2,2,57,57,1,3,2,1,1,0,1,5,1,2010,2,6,1,3,3,1,2,1,2,1,1,1,1,1,1,1,1,3,1,1,4,7,12,1,14,14,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,6,5,310,0,0,0,2,2,310,2,2,2,2,2,1,2,1,41416,1,30,88000,88000,1260,"No"
21060578,5,444,2,1,2,1,0,0,1,2,8,8,2,2,2,1,2,1,1,2,2,1,2,1,2,2,2,2,3,3,3,1,17140,2,1,2,1,6,2016,1,39,57,0,2,1,0,2,0,1,1,0,1,1,0,0,4,0,2,2,2,57,57,1,3,3,6,7,0,2,5,1,2010,2,1,2,7,3,1,1,1,2,1,1,1,1,1,1,1,2,3,1,7,4,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,90,0,0,150,30,30,300,2,2,2,2,2,1,2,1,30391,1,141,135000,135000,1303,"No"
21060584,6,417,2,1,2,1,1,0,1,2,10,10,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,3,3,3,1,17140,1,4,2,1,2,2000,1,39,57,0,2,4,0,1,0,0,0,1,0,0,0,0,1,0,2,1,1,57,57,2,3,2,1,1,0,3,4,1,1930,2,1,3,6,3,1,1,1,2,1,1,1,1,1,1,1,1,3,2,2,1,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,110,90,0,0,120,2,320,2,2,2,2,2,1,2,1,15591,1,100,65000,65000,1537,"No"
21060585,6,501,2,1,2,1,0,0,1,2,10,10,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,2,3,3,3,1,17140,1,1,2,1,6,2018,1,42,57,0,2,1,0,2,0,0,0,0,0,0,0,0,2,0,2,1,1,57,57,2,3,3,6,7,0,2,4,1,1980,1,2,2,7,4,1,2,1,2,1,1,1,1,1,1,1,1,5,1,1,2,1,12,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,350,0,0,0,80,2,430,2,2,2,2,2,1,2,1,20181,1,125,135000,135000,814,"No"
21060587,6,501,2,1,2,1,0,1,1,2,9,4,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,4,3,3,1,17140,2,1,2,1,2,1973,1,45,57,0,2,1,2,2,0,0,0,1,0,0,0,0,2,0,2,1,1,57,57,2,3,2,1,3,0,3,5,3,1919,2,2,3,6,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,60,220,0,0,20,30,330,2,2,2,2,2,1,2,1,18114,1,73,102000,102000,778,"Yes"
21060588,5,321,2,1,2,1,0,0,1,2,10,10,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,3,3,3,1,17140,1,6,2,1,6,2018,1,39,57,0,2,4,0,1,0,0,0,0,0,0,0,0,1,0,2,1,4,57,57,1,3,2,1,1,0,1,4,1,1950,2,3,1,5,3,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,4,1,12,3,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,340,0,0,0,40,20,400,2,2,2,2,2,1,2,1,15591,1,43,50000,50000,1466,"No"
21060597,6,138,2,2,2,1,1,0,1,2,7,10,2,2,2,1,2,1,3,1,2,1,1,1,2,2,2,2,3,3,3,1,17140,2,5,2,1,6,2017,1,42,57,0,2,3,0,1,0,0,1,0,0,1,0,0,2,0,2,2,4,57,57,1,3,1,1,4,0,2,7,1,1919,2,2,2,5,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,530,0,0,0,30,10,570,2,2,2,2,2,1,2,1,20836,1,254,28700,28700,824,"No"
21060598,6,459,2,1,2,1,0,0,1,2,10,10,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,1,17140,2,1,2,1,6,2018,1,44,57,0,2,1,0,2,0,1,1,0,1,1,0,0,4,0,2,2,1,57,57,1,3,2,1,3,0,3,5,2,2010,2,1,3,7,3,1,1,1,1,1,1,1,1,3,1,1,1,5,1,1,4,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,130,0,0,0,30,130,290,2,2,2,2,2,1,2,1,30471,1,218,140000,140000,2053,"No"
21060599,4,225,2,1,2,1,0,0,1,1,9,9,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,1,17140,1,1,2,1,6,2020,1,39,57,0,2,1,1,2,0,0,0,0,0,0,0,0,2,0,2,1,3,57,57,2,3,2,1,1,0,2,NA,1,2000,1,NA,1,4,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,12,1,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,50,0,0,0,2,2,50,2,2,2,2,2,1,2,1,18070,1,54,40700,40700,706,"Yes"
21060600,13,501,2,1,2,1,2,1,1,2,10,10,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,1,17140,1,1,2,1,6,2015,1,44,57,0,2,1,0,2,0,0,2,0,0,2,0,0,4,0,2,2,1,57,57,1,3,2,1,1,0,3,4,5,2010,1,1,3,9,5,1,1,1,2,1,1,1,1,1,1,1,1,5,1,2,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,170,80,0,0,3,100,350,2,2,2,2,2,1,2,1,30217,1,107,456000,456000,2049,"No"
21060608,8,501,2,1,2,2,1,0,1,2,10,10,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,4,3,3,1,17140,1,1,2,1,6,1985,1,44,57,0,2,1,0,2,0,0,0,0,0,0,0,0,2,0,2,1,1,57,57,2,3,2,1,1,0,3,7,3,1919,2,1,3,6,3,1,1,1,2,1,1,1,1,1,3,1,9,4,1,1,1,1,12,1,14,14,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,NA,5,530,20,0,3,30,80,660,2,2,2,2,2,1,2,1,19953,1,83,170200,170200,1198,"No"
21060612,4,NA,1,1,2,2,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,1,17140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,1,2010,2,NA,1,3,2,1,1,NA,NA,1,1,1,2,1,1,5,1,1,2,2,4,1,12,1,14,14,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
21060614,6,330,2,1,2,1,1,1,1,2,9,9,2,2,2,1,2,1,1,2,2,1,2,1,2,2,2,2,3,3,3,1,17140,1,1,2,1,6,2015,1,44,57,0,2,1,2,2,0,0,0,0,0,0,0,0,2,0,2,1,1,57,57,1,3,3,6,7,0,2,2,1,2010,1,1,2,9,3,1,1,1,2,1,1,1,1,1,1,1,1,3,2,2,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,80,70,0,0,20,50,220,2,2,2,2,2,1,2,1,18162,1,67,60000,60000,758,"No"
21060617,6,3,2,1,2,1,0,0,1,2,9,7,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,3,3,3,1,17140,2,2,2,1,6,2021,1,40,57,0,2,6,0,1,0,0,0,0,0,0,0,0,1,0,2,1,4,57,57,2,3,2,1,3,0,1,4,2,2020,1,1,1,6,3,1,1,1,2,1,1,1,1,1,1,1,1,3,2,2,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,70,80,0,0,30,2,180,2,2,2,2,2,1,2,1,15591,1,87,500,500,1914,"No"
21060619,6,NA,2,1,2,1,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,1,17140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,2,2010,1,1,1,6,2,1,1,NA,NA,1,1,1,1,1,1,1,1,4,1,1,4,1,1,3,14,14,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
21060620,7,76,2,1,2,1,1,1,2,1,8,8,2,NA,2,1,2,1,1,2,2,1,2,1,2,2,2,2,3,3,3,1,33340,1,1,2,1,6,2016,1,45,57,0,2,1,0,2,0,0,0,0,0,0,0,0,2,0,2,1,1,57,57,2,3,3,6,7,0,2,NA,2,2010,1,1,2,8,3,1,1,1,2,1,1,1,1,1,2,1,1,5,2,2,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,60,70,0,0,2,100,230,2,2,2,2,2,1,2,1,20242,1,55,15320,15320,2183,"Yes"
21060623,3,501,2,1,2,1,0,0,2,2,9,9,2,2,2,1,2,1,2,1,2,1,1,1,2,2,2,2,3,3,3,1,33340,2,4,2,1,6,2019,1,42,57,0,2,6,1,1,0,0,0,0,0,0,0,0,1,0,2,1,4,57,57,2,3,2,1,3,0,3,NA,1,2010,2,NA,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,12,4,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,70,0,0,0,2,50,120,2,2,2,2,2,1,2,1,14338,1,19,75004,75004,1439,"No"
21060624,4,175,2,1,2,2,0,0,1,2,8,8,2,2,2,1,2,1,2,0,1,1,1,1,2,2,2,2,3,3,3,1,33340,2,3,2,1,6,2022,1,40,57,0,2,6,1,1,0,0,0,0,0,0,0,0,1,0,2,1,4,57,57,2,3,2,1,3,1,5,NA,1,2010,2,NA,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,12,1,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,2,2,0,0,2,2,0,2,2,2,2,2,1,2,1,14338,1,43,25040,25040,1343,"Yes"
21060625,6,501,2,1,2,1,0,0,1,2,10,10,2,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,3,3,3,1,33340,1,1,2,1,2,2018,1,44,57,0,2,1,2,2,0,0,0,1,0,0,0,0,2,0,2,1,1,57,57,2,3,2,1,1,0,2,3,2,2010,1,1,2,6,3,1,1,1,2,1,1,1,1,1,1,2,1,4,2,2,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,80,50,0,0,10,90,230,2,2,2,2,2,1,2,1,18216,1,182,103000,103000,1036,"Yes"
21060626,9,334,2,1,2,1,1,1,1,2,10,10,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,3,3,3,1,33340,2,2,2,1,6,2018,1,44,57,0,2,3,0,1,0,2,1,0,2,1,0,0,4,0,2,2,2,57,57,1,3,2,1,3,0,2,5,3,2010,2,1,2,7,4,1,1,1,2,2,1,1,1,1,2,2,2,4,2,2,1,1,12,1,1,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,140,190,0,0,3,3,330,2,2,2,2,2,1,2,1,30497,1,98,102000,102000,3275,"No"
21060627,8,NA,2,1,2,1,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,1,19740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,2,1960,2,2,2,6,5,1,1,NA,NA,1,1,1,1,1,1,1,1,5,1,1,4,5,12,2,2,14,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
